,apparentTemperature,precipIntensity,summary,time
691,42.52,0.0,Clear,2018-10-30 02:00:00
692,39.52,0.0,Clear,2018-10-30 04:00:00
693,38.67,0.0,Clear,2018-10-30 06:00:00
694,38.36,0.0,Clear,2018-10-30 08:00:00
695,50.65,0.0,Clear,2018-10-30 12:00:00
696,52.68,0.0,Clear,2018-10-30 13:00:00
697,54.05,0.0,Clear,2018-10-30 14:00:00
698,55.47,0.0,Clear,2018-10-30 15:00:00
699,56.09,0.0,Clear,2018-10-30 16:00:00
700,55.82,0.0,Clear,2018-10-30 17:00:00
701,53.05,0.0,Clear,2018-10-30 18:00:00
702,51.23,,Clear,2018-10-30 19:00:00
703,49.44,0.0,Clear,2018-10-30 20:00:00
704,47.92,0.0,Clear,2018-10-30 21:00:00
705,45.28,0.0,Clear,2018-10-30 22:00:00
706,44.27,0.0,Clear,2018-10-30 23:00:00
707,43.31,0.0,Clear,2018-10-31 00:00:00
708,42.3,0.0,Clear,2018-10-31 01:00:00
709,41.02,0.0,Clear,2018-10-31 02:00:00
710,39.73,0.0,Clear,2018-10-31 03:00:00
711,38.93,0.0,Clear,2018-10-31 04:00:00
712,39.24,0.0,Clear,2018-10-31 05:00:00
713,38.92,0.0,Clear,2018-10-31 06:00:00
714,38.8,0.0,Clear,2018-10-31 07:00:00
715,40.36,0.0,Partly Cloudy,2018-10-31 08:00:00
716,44.7,0.0,Mostly Cloudy,2018-10-31 09:00:00
717,50.07,0.0,Mostly Cloudy,2018-10-31 10:00:00
718,55.1,0.0,Mostly Cloudy,2018-10-31 11:00:00
719,59.63,0.0,Partly Cloudy,2018-10-31 12:00:00
720,62.53,0.0,Clear,2018-10-31 13:00:00
721,64.13,0.0,Clear,2018-10-31 14:00:00
722,65.28,0.0,Clear,2018-10-31 15:00:00
723,64.79,0.0,Clear,2018-10-31 16:00:00
724,63.31,0.0,Mostly Cloudy,2018-10-31 17:00:00
725,61.78,0.0,Partly Cloudy,2018-10-31 18:00:00
726,60.31,0.0,Clear,2018-10-31 19:00:00
727,59.8,0.0,Mostly Cloudy,2018-10-31 20:00:00
728,59.5,0.0,Mostly Cloudy,2018-10-31 21:00:00
729,59.47,0.0,Mostly Cloudy,2018-10-31 22:00:00
730,58.16,0.0,Partly Cloudy,2018-10-31 23:00:00
